sentence_id	text_a	text_b	pair_label	tagging_label	text_label
6447	虽 然 很 有 可 能 看 不 见 我 们 日 本 人 的 爱 国 心 ， 但 是 我 想 日 本 人 肯 定 都 喜 欢 自 己 出 生 的 家 乡 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R R C C C C	虽 然 很 有 可 能 看 不 见 我 们 日 本 人 的 爱 国 心 ， 但 是 我 想 日 本 人 肯 定 都 喜 欢 自 己 的 家 乡 。
6488	1 9 9 0 年 搬 到 台 湾 去 了 ， 在 那 边 过 了 1 年 多 。	NONE	NONE	C C C C C M C C C C C C C C C C C C C C C	1 9 9 0 年 我 搬 到 台 湾 去 了 ， 在 那 边 过 了 1 年 多 。
6489	在 台 湾 的 时 候 ， 认 识 我 的 太 太 ， 结 婚 以 后 ， 搬 回 到 美 国 来 。	NONE	NONE	C C C C C C C M C M C C C C C C C C C C C C C C C C	在 台 湾 的 时 候 ， 我 认 识 了 我 的 太 太 ， 结 婚 以 后 ， 搬 回 到 美 国 来 。
6533	但 是 我 的 老 师 和 我 的 中 国 的 朋 友 告 诉 我 ： “ 你 又 聪 明 又 用 功 。 ”	NONE	NONE	C C C C C C C C C C C R C C C C C C C C C C C C C C C C	但 是 我 的 老 师 和 我 的 中 国 朋 友 告 诉 我 ： “ 你 又 聪 明 又 用 功 。 ”
6542	我 记 方 便 的 成 语 。	NONE	NONE	C C S S C C C C	我 记 住 的 成 语 。
6649	我 希 望 四 川 的 人 能 重 获 。	NONE	NONE	C C C C C C S C S S M	我 希 望 四 川 的 人 民 能 重 建 家 园 。
6702	目 前 巨 喜 欢 的 参 赛 者 是 C h e l s i e 和 K a t e e 。	NONE	NONE	C C S C C C C C C C C C C C C C C C C C C C C C	目 前 最 喜 欢 的 参 赛 者 是 C h e l s i e 和 K a t e e 。
6728	今 天 是 很 充 实 的 一 天 的 。	NONE	NONE	C C C C C C C C C R C	今 天 是 很 充 实 的 一 天 。
6797	这 家 商 店 有 很 多 种 饭 。	NONE	NONE	C C S S C C C C C M	这 家 饭 店 有 很 多 种 饭 菜 。
6833	台 湾 的 天 気 比 日 本 热 。	NONE	NONE	C C C C S C C C C C	台 湾 的 天 气 比 日 本 热 。
6834	出 去 外 面 的 时 侯 一 定 要 喝 水 。	NONE	NONE	R C C C C C C C C C M C C	去 外 面 的 时 侯 一 定 要 多 喝 水 。
6867	拿 双 鞋 用 了 好 久 。	NONE	NONE	S C C S C C C C	那 双 鞋 穿 了 好 久 。
6942	我 下 学 期 也 会 努 力 。	NONE	NONE	C C C C C C C C M	我 下 学 期 也 会 努 力 的 。
7030	司 机 开 车 开 得 很 快 ， 好 像 “ 轨 道 飞 车 ” 的 様 子 。	NONE	NONE	C C C C C C C C C C C C C C C C C R R R C	司 机 开 车 开 得 很 快 ， 好 像 “ 轨 道 飞 车 ” 。
7186	不 应 该 被 自 己 灰 心 。 接 续 告 诉 自 己 ： 我 能 行 ！	NONE	NONE	C C C S C C C C C S S C C C C C C C C C	不 应 该 对 自 己 灰 心 。 一 直 告 诉 自 己 ： 我 能 行 ！
7199	我 最 近 毎 天 在 珈 琲 馆 念 七 个 小 时 以 上 的 书 。	NONE	NONE	C C C S S M S S S C C C C C C C C C C	我 最 近 每 天 都 在 咖 啡 馆 念 七 个 小 时 以 上 的 书 。
7200	一 边 聴 m p 3 一 边 读 文 章 。	NONE	NONE	C C S C C C C C C C C C	一 边 听 m p 3 一 边 读 文 章 。
7366	那 样 的 话 ， 记 住 的 东 西 就 少 了 ， 也 能 看 懂 古 典 。	NONE	NONE	C C C C C M C C C C C C C C M C C C C C M	那 样 的 话 ， 要 记 住 的 东 西 就 少 了 ， 我 也 能 看 懂 古 典 作 品 。
7495	听 说 他 非 常 尊 敬 中 国 的 历 史 家 司 马 迁 ， 因 此 自 称 “ 司 马 辽 太 郎 ” 。	NONE	NONE	C C C C C C C C C C S S S C C C C C C C C C C C C C C C C	听 说 他 非 常 尊 敬 中 国 的 历 史 学 家 司 马 迁 ， 因 此 自 称 “ 司 马 辽 太 郎 ” 。
7496	我 也 觉 得 他 写 的 历 史 小 说 写 得 很 精 彩 。	NONE	NONE	C C C C C C C C C C C R R C C C C	我 也 觉 得 他 写 的 历 史 小 说 很 精 彩 。
7522	这 里 的 客 人 的 大 部 分 是 外 国 人 ， 特 别 中 国 人 多 ， 因 此 他 们 准 备 中 文 和 英 文 的 标 示 。	NONE	NONE	C C C C C R C C C C C C C C C C M C C R C C C C C C C M C C C C C C C C	这 里 的 客 人 大 部 分 是 外 国 人 ， 特 别 是 中 国 人 ， 因 此 他 们 准 备 了 中 文 和 英 文 的 标 示 。
7523	对 我 来 说 ， 学 汉 语 的 很 好 机 会 。	NONE	NONE	C C C C C M C C C S C C C C	对 我 来 说 ， 这 是 学 汉 语 的 大 好 机 会 。
7536	如 果 我 们 想 多 吃 一 点 油 ， 那 么 还 是 承 认 增 加 胆 固 醇 。	NONE	NONE	C C C C C C C C C C C C C C C S S C C C C C C	如 果 我 们 想 多 吃 一 点 油 ， 那 么 还 是 会 增 加 胆 固 醇 。
7537	不 管 我 们 没 有 什 么 忍 耐 ， 需 要 身 体 不 胖 和 健 康 ， 这 个 看 法 是 打 如 意 算 盘 。	NONE	NONE	S S C C C C C C C C M M C C C C S C C C C C C C C C S S S S S S	然 而 如 果 我 们 没 有 什 么 忍 耐 力 ， 还 想 让 身 体 不 肥 胖 而 健 康 ， 这 个 想 法 是 痴 人 说 梦 。
7570	以 后 与 世 隔 绝 的 隐 遁 生 话 。	NONE	NONE	M C M C C C C C C C C C	从 此 以 后 过 着 与 世 隔 绝 的 隐 遁 生 话 。
7571	日 本 名 的 败 逃 者 部 落 是 关 东 的 汤 西 川 和 九 州 的 椎 叶 村 。	NONE	NONE	C C M C C C C S S C C C C C C C C C C C C C C C	日 本 有 名 的 败 逃 者 村 落 是 关 东 的 汤 西 川 和 九 州 的 椎 叶 村 。
7595	捣 好 的 年 糕 一 定 要 干 快 吃 。	NONE	NONE	C C C C C C C C S S C C	捣 好 的 年 糕 一 定 要 赶 快 吃 。
7769	快 要 到 吃 上 海 蟹 的 旺 季 了 。	NONE	NONE	C C C C C C S C C C C C	快 要 到 吃 上 海 螃 蟹 的 旺 季 了 。
7770	从 十 月 到 十 二 月 是 那 个 旺 季 。	NONE	NONE	C C C C C C C C R R C C C	从 十 月 到 十 二 月 是 旺 季 。
7803	我 妹 妹 不 知 道 学 什 么 ， 可 是 她 想 英 文 ， 所 以 她 不 学 外 文 。	NONE	NONE	C C C C C C C C C C C C C S C C C C C C C C C C C	我 妹 妹 不 知 道 学 什 么 ， 可 是 她 喜 欢 英 文 ， 所 以 她 不 学 外 文 。
7808	中 国 悠 久 的 历 史 ， 很 多 的 名 胜 古 迹 ， 美 丽 的 风 景 ， 亲 切 的 中 国 人 等 等 ，	NONE	NONE	C C M C C C C C C C R C C C C C C C C C C C C C C C C C C C C	中 国 有 悠 久 的 历 史 ， 很 多 名 胜 古 迹 ， 美 丽 的 风 景 ， 亲 切 的 中 国 人 等 等 ，
7809	让 我 更 喜 欢 中 国 和 中 国 人 。	NONE	NONE	M C C C C C C C C C C M	这 让 我 更 喜 欢 中 国 和 中 国 人 了 。
7884	饭 店 不 太 大 ， 可 是 很 干 净 。	NONE	NONE	M C C C C C S S C C C C	虽 然 饭 店 不 太 大 ， 但 是 很 干 净 。
7942	可 是 他 读 书 总 是 三 心 二 一 的 ， 每 天 让 我 父 母 为 他 的 将 来 提 心 掉 但 的 ， 一 点 都 部 争 气 。	NONE	NONE	C C C C C C C S S S S C C C C C C C C C C C C C S S S S R C C C C S C C C	可 是 他 读 书 总 是 三 心 二 意 的 ， 每 天 让 我 父 母 为 他 的 将 来 提 心 吊 胆 ， 一 点 都 不 争 气 。
7943	但 是 他 对 女 人 到 挺 有 兴 趣 的 。	NONE	NONE	C C C C C C S C S C C C C	但 是 他 对 女 人 倒 挺 感 兴 趣 的 。
7960	焦 急 就 不 能 像 起 来 。	NONE	NONE	C C S C C S C C C	焦 急 地 不 能 站 起 来 。
7961	迟 到 的 回 答 有 时 致 命 的 。	NONE	NONE	C C C C C C C M C C C	迟 到 的 回 答 有 时 是 致 命 的 。
8014	她 用 日 语 对 我 说 ， 和 我 用 汉 语 。	NONE	NONE	C C C C C C C C R C C C C M	她 用 日 语 对 我 说 ， 我 用 汉 语 对 她 说 。
8021	土 楼 的 真 面 目 是 如 何 ？	NONE	NONE	C C C C C C S C C C	土 楼 的 真 面 目 究 竟 如 何 ？
8063	但 是 我 们 大 概 每 天 取 得 联 系 ， 所 以 没 有 问 题 。	NONE	NONE	C C C C S S C C M C C C C C C C C C C C	但 是 我 们 几 乎 每 天 都 取 得 联 系 ， 所 以 没 有 问 题 。
8160	那 天 ， 风 刮 着 厉 害 ， 得 走 1 0 0 米 路 耗 时 了 一 个 多 小 时 。	NONE	NONE	C C C C C S C C C R C C C C C M C C R C C C C C C	那 天 ， 风 刮 得 厉 害 ， 走 1 0 0 米 的 路 耗 时 一 个 多 小 时 。
8176	今 年 春 天 她 就 变 成 一 所 托 儿 所 的 一 位 老 师 。	NONE	NONE	C C C C C C S S M C C C C C R R C C C	今 年 春 天 她 就 成 为 了 一 所 托 儿 所 的 老 师 。
8177	还 有 两 个 月 她 就 要 结 婚 ， 我 希 望 她 和 她 未 婚 夫 在 一 起 找 到 自 己 的 幸 福 。	NONE	NONE	C C C C C C C C C C M C C C C C C C C C C C C C C M C C C C C	还 有 两 个 月 她 就 要 结 婚 了 ， 我 希 望 她 和 她 未 婚 夫 在 一 起 能 够 找 到 属 于 自 己 的 幸 福 。
8299	他 说 ， 从 明 天 每 天 用 我 给 他 的 手 套 。	NONE	NONE	C C C C C C M C S C C C C C C C	他 说 ， 从 明 天 开 始 每 天 戴 我 给 他 的 手 套 。
8346	发 音 的 练 习 做 好 ， 但 是 中 文 翻 译 的 马 虎	NONE	NONE	C C C C C C C M C C C C C C M C C	发 音 的 练 习 做 好 了 ， 但 是 中 文 翻 译 做 的 马 虎 。
8361	上 周 我 的 车 刮 疼 啊 。	NONE	NONE	C C C C C S S S C	上 周 我 的 车 被 刮 了 。
8375	今 天 ， 只 要 有 时 间 ， 我 弄 手 机 了 。	NONE	NONE	C C C C C C C C C C S C C R C	今 天 ， 只 要 有 时 间 ， 我 就 学 习 使 用 手 机 。
8376	手 机 的 这 么 多 作 用 ， 我 还 没 记 不 了 。	NONE	NONE	C C C C C C S S C C C C C S S C	手 机 的 这 么 多 功 能 ， 我 还 没 记 下 来 。
8426	虽 然 这 些 都 好 像 相 对 ， 它 们 也 就 是 相 统 一 的 。	NONE	NONE	C C C C C C C M C M M C C R C C C C C C	虽 然 这 些 都 好 像 是 相 对 的 ， 但 它 们 也 是 相 统 一 的 。
8447	那 天 晚 上 大 家 喝 得 非 常 痛 。	NONE	NONE	C C C C C C M C C C M C	那 天 晚 上 大 家 都 喝 得 非 常 痛 快 。
8448	回 家 的 路 上 我 想 日 本 人 和 中 国 人	NONE	NONE	C C C C C C C M C C C C C C	回 家 的 路 上 我 想 到 了 日 本 人 和 中 国 人
